character,line
Walter,How much is this?
Skyler,"I have no earthly idea. I truly don't. I just stack it up, keep it dry, spray it for silverfish. There is more money here than we could spend in ten lifetimes. I certainly can't launder it, not with 100 car washes. Walt...I want my kids back. I want my life back. Please tell me...how much is enough? How big does this pile have to be?"
Hank,"""To W.W. My star, my perfect silence."" W.W. I mean, who do you figure that is, y'know? Woodrow Wilson? Willy Wonka? [beat] Walter White?"
Walter,Heh. You got me.
Badger,"Dude, you are tripping! I'm not dead! I'm on the Starship Enterprise macking on Yeoman Rand while the Andorian with the disrupter's back on Talos IV or whatever."
Skinny Pete,What do you think all those sparkles and shit are? Transporters are breaking you apart right down to your molecules and bones. They're makin' a copy. That dude who comes out on the other side? He's not you. He's a color Xerox.
Badger,"So you're telling me every time Kirk went into the transport he was killing himself? So over the whole series, there was, like, 147 Kirks?"
Skinny Pete,"At least! Dude, yo, why do you think McCoy never likes to beam nowhere?! 'Cause he's a doctor, bitch! Look it up, it's science!"
Badger,Ever tell you about my Star Trek script?
Skinny Pete,Star Trek script?
Badger,"Yeah! I gotta write it down is all. The Enterprise is five parsecs out of Rigel XII. Nothing's going on, Neutral Zone is quiet, the crew is bored, so they put on a pie-eating contest. The whole crew's in the galley. They're eating tulaberry pies–"
Skinny Pete,Tulaberry?
Badger,"Tulaberries. From Gamma Quadrant, yo."
Skinny Pete,"That's Voyager, dude!"
Badger,"Okay, blueberries, then! They're eating blueberry pies..."
Skinny Pete,Better.
Badger,"...as fast as the replicator can churn 'em out. [imitates replicator noise.] Burdalurdalurp-pssst! Burdalurdalurp-pssst! Finally, it's down to just three: Kirk, Spock, and Chekov. Okay, Spock always wins these things."
Skinny Pete,"How is Spock gonna beat Kirk, yo? Spock's like a toothbrush! Look at Kirk! He's got room to spare!"
Badger,Spock has total Vulcan control over his digestion! You wanna hear this or not?
Skinny Pete,"Yeah, yeah, go."
Badger,"Okay, finally – Kirk, he can't take it anymore. He yorks. Now it's just down to Chekov and Spock. But Chekov, y'see, he's got a whole fat stack of quatloos riding on this. And he has figured out a way to win. He's got Scotty back in the transporter room locked in on Chekov's stomach. Every time Chekov eats a pie, Scotty beams it right out of him."
Skinny Pete,"Where is he sending them, the toilet?"
Badger,Space.
Skinny Pete,Uugghh!
Badger,"There's blueberries just floating out there frozen – because it's in space – and Chekov is just shoveling them into his mouth, and–and Spock is like, ""I can't believe this Russian is defeating me!"" Meanwhile, Scotty's in the transporter room fiddling with levers when Lieutenant Uhura comes in and she's got, you know, her big pointies, and Scotty's fingers are all sweaty."
Skinny Pete,No!
Badger,"Chekov screams, he sprays blood out of his mouth..."
Skinny Pete,Ohhhh!
Badger,...Scotty beamed his guts into space!
Skinny Pete,No way!
Saul,"So, uh, how is the maestro? Things have been quiet on this end."
Jesse,Haven't seen him.
Saul,"Just as well. Probably. That whole thing in the jails, y'know; when they start to whack the lawyers, that's when I draw the line."
Jesse,"[pointing to bags of money] This... goes to Kaylee Ehrmantraut and that goes to Mr. and Mrs. Albert Sharp. 315 East Pueblo. It's up in White Horse. It's 2 and a half million each, total of 5."
Saul,"...Uh, Mr. and Mrs. ah, who?"
Jesse,Drew Sharp's parents.
Saul,"Drew Sharp. That's the kid on TV, the missing-? Why would you- scratch that. Heh, I don't know and I don't wanna know. Uh, the thing is, what those folks want is to know what happened to their boy. A sack full of cash on their doorstep, that's just gonna raise more questions. Kaylee Ehrmantraut, that's Mike's granddaughter? So this is Mike's money?"
Jesse,It's mine.
Saul,"It's your money? Okay, and you're giving it to Kaylee Ehrmantraut?"
Jesse,It's what Mike wanted.
Saul,"So you and Mike, uh... you've been in touch? [Jesse shakes his head] So we're just talking about charity? Yeah? Okay, look, you know, um, shelling out money to the ex and her little boy, I kind of get it - I mean, kind of - but this, this is a bridge too far. I'm sorry to say, kid, but you're still gonna be two miracles short of sainthood. Heh."
Saul,"Brass tacks, okay? My job is to advise and my advice is: come on, already. Mike left one step ahead of the boys in blue. You better believe his family's on the radar - a couple million bucks shows up, they're gonna snatch it tout suite! The feds have already taken Kaylee's money twice! What, are you going for a hat trick?!"
Jesse,"I'll freaking do it myself, Saul."
Saul,Nononono! I was just- I was thinking out loud!
Jesse,"Enough bullshit, Saul! Are you going to do this or not?"
Saul,"Yes, yes, absolutely! I live to serve!"
Saul,"Hey, kid, you might wanna think about cleaning up a little, getting some rest. You've looked better."
Jesse,Just get it done.
Walter,"Deja vu, huh? Jesus... alright, look. [tosses money bags on table] You wanna talk me through this? What you were thinking? What you asked Saul to do? I mean, come on... it's just nonsensical. Do you- do you have any explanation at all?"
Jesse,[murmurs] Blood money.
Walter,What?
Jesse,It's like you said. It-it's blood money.
Walter,"I sa-? Jesus. Okay, yes, alright, I said that. I did... but it was in the heat of the moment. I was trying to win an argument, alright? And I was wrong. This is your money! Come on, you've earned it!"
Walter,"Drew Sharp. That is a terrible memory, no doubt about it... but son, you need to stop focusing on the darkness behind you. The past is the past. Nothing can change what we've done. But now, that's over. You're out, and so am I. [Jesse gives him an incredulous look] That's right. I'm done. I've been out for about a month, but there is nothing left for us to do except to try to live... ordinary, decent lives. [Walter takes off his glasses] Why Kaylee Ehrmantraut?"
Jesse,She needs someone looking after her.
Walter,Mike is perfectly capable of looking after his own granddaughter.
Jesse,...I don't think so. I don't think he is capable. I don't think he's coming back.
Walter,Wh- What are you saying?
Jesse,"You doing what you did? Offing Mike's guys? If he was out there, you'd have to look over your shoulder for the rest of your life, and that's not how you do things. So, I think he's dead, and... I think you know that."
Walter,"I don't know that. I don't. Listen to me: I did not kill Mike. The last time I saw him, he had his bag - the one that I brought him - and he got into his car, and he drove away and for all I know, he's alive and well. And if... if he does come back, and he doesn't understand why I had to do what I did... well then, that's on me. Jesse. I need you to believe this. It's not true. It's just not."
Jesse,...So he's out there? He's okay?
Walter,"Yes. Mike is fine, wherever he is. We both know that he can take care of himself, and he's certainly capable to provide for his own family. Okay? Jesse. I need you to believe me."
Jesse,Yeah. Like you said. He's alive.
Walter,Yeah. Mike's alive. Absolutely.
Walter,"Well, it’s good to see you up and about."
Hank,Yeah.
Walter,How you feeling?
Hank,"Well, you know. I’ve been better, but… I don’t know."
Walter,"Have you… Did you get to see a doctor? I mean, when one of these things last more than three days, you really should get that checked."
Hank,"Yeah, no, I… I did and I’m fine. I’m, uh… I’m what they say on the upswing, you know?"
Walter,"Um. Good, good to hear."
Hank,Yeah.
Walter,"When I heard you weren’t going in to work, I… Well, looks like you have the work coming to you. Perks of being the boss, huh?"
Hank,"Yeah, you know. How’s, uh… How’s things at the car wash?"
Walter,"Good. Yeah, really good. Hey, did you have any of that potato salad?"
Hank,"I don’t know. Maybe. Yeah, I mean."
Walter,"No one else got sick, so you probably shouldn’t worry about it. Well, Skyler will be very happy to hear that you’re felling better. Which reminds me, I better get back to it. If there’s anything I can do…"
Walter,Feel better.
Walter,"You know. You're going to laugh, but I have to ask you... about this."
Walter,"Believe it or not, I found this on my car. I mean, it looks just like the GPS tracker that we used on Gus Fring, doesn't it? Back when we were tracking him, just the two of us. You wouldn't know anything about this, would you, Hank?"
Walter,"You okay? I gotta say, I don't like the way you're looking at me right now."
Walter,Hank.
Hank,"It was you. All along, it was you! You son of a bitch. You drove me into traffic to keep me from that laundry..."
Walter,Calm down.
Hank,That call I got telling me Marie was in the hospital? That wasn't Pinkman. You had my cell number. You killed ten witnesses to save your sorry ass.
Walter,Listen to me.
Hank,"You bombed a nursing home. Heisenberg. Heisenberg! You lying, two-faced sack of shit!"
Walter,"Hank, look... I don't–I don't know where this is coming from Hank, but–"
Hank,"I swear to Christ, I will put you under the jail."
Walter,"Let's take a breath, okay? Just listen to yourself. These wild accusations, they could destroy our family! And for what?"
Hank,Don't you give me shit about family!
Walter,"Hank, my cancer is back."
Hank,"Good. Rot, you son of a bitch."
Walter,"I'm sorry you feel that way. I wanna beat this thing. I do. I’m back on chemo, and I am fighting like hell. But the truth is in six months you won’t have someone to prosecute. But even– even if somehow you were able to convince anyone I was capable of doing these things, you and I both know I would never see the inside of a jail cell. I’m a dying man who runs a car wash. My right hand to God, that is all that I am. What’s the point?"
Hank,"Have Skyler bring the kids here, and then we’ll talk."
Walter,That is not going to happen.
Hank,I don't know who you are. I don't even know who I'm talking to.
Walter,If that's true – if you don't know who I am – then maybe your best course would be to tread lightly.
Hank,"Skyler, my– my head is spinning. And yours... I–I can't even imagine. So much makes sense to me now. You jumping in the pool. You sending us your kids, I get it. I just wished I'd seen it sooner. He's a monster. He's a– Look, I don't know what he did to you to force you to keep his secrets. If he threatened you, or whatever mind games he played. I don't know if there was abuse. But I want you to know that you can be open with me. Don't hold anything back, okay? I mean, I don't even understand if you know the full extent of this, what he's done. Not just the meth cooking, but the lives he's destroyed. But look, that's all behind you. Starting now, you're done being his victim. Because here's what we're gonna do. Sky, here's what we're gonna do: you and the kids are gonna move back to our house where you'll be safe, where he can't get to you."
Skyler,"Hank, does Marie..."
Hank,"No, no, we'll get to that soon enough. It's just you and me right now, okay?"
Skyler,Okay.
Hank,"Before we, um, before we get you back to the house, I..."
Hank,"I'm gonna ask you to tell me everything you can. Um, take as long as you like. Just, um, start from the beginning when you first became aware of Walt's activities, and just– just try to be as detailed as you can."
Skyler,"Um, what? Right–right here? Right now?"
Hank,"Sure, why not? While it's still fresh, you know? And just, um, just, um, remember to, um, just state your name and the date before you start."
Skyler,"Hank, do... do we have to– have to do this right now?"
Hank,"No, we—we don't have to do this right now. No."
Hank,"But just here's the thing. You see, I need something solid that I can bring to my people. A statement on the record. So you testifying to Walt's criminal activities – whatever you know – can go a long, long way here. Okay, I mean, you see, building a case this big, gathering all this evidence, enough to get a conviction– we're talking a long-haul proposition here. And I don't want that bastard running out the clock. But with your testimony—"
Skyler,"Wait, what do you mean ""running out the clock?"""
Hank,"His cancer. His cancer's back. So he said. He didn't tell you? Who's to say it's even true? Lying piece of shit. Look, regardless, I mean, we'll just assume. Fine. Okay? You know what? That son of a bitch looks me in the eye and he says if what I know is true, if... he'll be dead before I can prove it. The balls on that son of a– I got all these little pieces. They're all part of the story, right? But they don't mean much on their own. But when you start telling me what you know, when you start filling the gaps, I'll have him in lockup before the sun goes down."
Skyler,"Hank, I... I... I think maybe... maybe I need a lawyer."
Hank,"What? No, no, no, no, you don't."
Skyler,I-- I think maybe I do.
Hank,"Skyler, understand, I am here to help you. But to do that, I need your help. We start bringing in lawyers and they start putting up roadblocks where they don't need to be, and my ability to control the situation diminishes."
Skyler,"Just for my own protection. It just, you know, it seems to make sense that I should have someone to talk to."
Hank,"Skyler, I am your– your biggest advocate here, and I'm telling you, for your own good, you need to get out ahead of this thing. I mean, you start – you know – getting defensive, I– I'm not saying it's right, but I'll tell you it's a fact. The D.A. will look at you differently."
Skyler,But you don't know that.
Hank,"Skyler, yes, I-- I do. I've been around long enough to know. It's in your best interest to get out there and show the world you have nothing to hide. Look, no one in the world is more important to me than your sister. So believe me when I tell you that your best interest and mine are the same."
Skyler,"But Hank, you telling me not to talk to a lawyer doesn't sound like that at all. It sounds like what you want..."
Skyler,What you want is to get Walter at all costs.
Hank,"Okay. Okay. Let's just slow down. Slow down. You can. You can talk to a lawyer later. But right now, what we need to do, we need to go get the kids, we need to bring them to my house where they are safe. And then we need to help each other put this animal away, okay?"
Hank,Come on.
Skyler,Hank.
Hank,"No, come on. Let's go to the house and we'll deal with it there. Come on."
Skyler,Am I under arrest?
Hank,What?
Skyler,Am I under arrest?
Hank,Skyler. I–I– You're not thinking straight about this. You have to listen to me. I–Skyler...
Hank,"Skyler, Skyler, Skyler–"
Skyler,Am I under arrest?
Hank,No. No. No.
Skyler,Am I under arrest?!
Hank,No. Sky-- Shhh!
Skyler,"Am I under arrest?! HANK, ARE YOU ARRESTING ME?"
Hank,Sky--
Skyler,AM I UNDER ARREST?
Walter,That's her.
Saul,Don't.
Walter,I have to talk to her.
Saul,"You don't have to do– You answer that phone and Schrader's on the other end of the line with a legal wire tap recording everything you say, you're not doing anybody any favors, except for him. In fact, why do you still have a battery in that thing? Take it out. They might be trying to triangulate your movements. I'm not being paranoid. Do it."
Walter,[takes battery out of phone] Can't believe she went to him.
Saul,She just panicked.
Walter,She went right to him without even talking to me. Without a moment's hesitation.
Saul,I'm not saying it's not bad. It's bad. But it could be worse.
Walter,"Really, how much worse could it be? Exactly, in your estimation?"
Saul,"What does she actually know? What has she seen, hmm? Nothing. It's hearsay. It's all he said, she said. I mean, the only real evidence that she can lead them to is the money, and once we take care of that, well... then they got nothing."
Walter,"Nothing. Hank knows, that's not nothing."
Saul,"Yeah. I can't exactly see him turning the other cheek. [pause] Of course, there's always, um..."
Walter,Always what?
Saul,"Have you given any thought to, um, sending him to a trip to Belize?"
Walter,Belize?
Saul,"Yeah, Belize. You know, where, um, where Mike went to. Off on a trip to, uh, Belize."
Walter,"Saul, you better not be saying what I think you're saying."
Saul,It's just conjecture on my part.
Walter,Hank is family!
Saul,"Okay, it's an option that my–"
Walter,You understand that?
Saul,It's an option that has worked very well for you in the recent past.
Walter,"Jesus, what is wrong with you?!"
Saul,"My mistake! Family. Off limits. Of course. I'm just throwing thoughts out there. This is a safe room, right?"
Walter,"Jesus, ""send him to Belize."" I'll send you to Belize."
Skyler,It's true. The cancer's back. Is this it?
Walter,Does that make you happy?
Skyler,I can't remember the last time I was happy.
Walter,"Just tell me. I know you talked with Hank. I know you made a deal. Skyler, I'll make this easy. I'll give myself up if you promise me one thing: you keep the money. Never speak of it, never give it up. You pass it on to our children, give them everything. Will you do that? Please? Please, don't let me have done all this for nothing."
Skyler,"The way Hank talks, he's got his suspicions. Not much else. You can't give yourself up without giving up the money. That's the way this works, Walt. So maybe our best move here is to stay quiet."
Hank,"Look, the day I go in with this, it's the last day of my career, Marie. I'm going to have to walk in there, look those people in the eye and admit that the person I've been chasing the past year is my own brother-in-law. It's over for me. Ten seconds after I tell this story, I'm a civilian. Then how can we help Skyler when she comes to her senses? When I go in there, I'm bringing proof. Not suspicion. I can be the man who caught him, at least."
Hank,"Mr. Pinkman. How are you today? Not so good, huh? 'Course, uh, I might be able to help you out. I wanna talk to you about your partner, Heisenberg. See, I know he's my brother-in-law, Walt."
Hank,"Oh, yeah. That's the look. Lucky for you, I'm more interested in him. So I got an offer. If you help me out here, tell me all about you and him and your little meth business, maybe I talk to my friends at the APD and make all this go away. I know he's the mastermind here. Plus... I'm thinking based on your recent activities that, uh... maybe there's a little trouble in paradise? Maybe you guys aren't, uh, getting along so good? I'm right, aren't I?"
Jesse,Eat me.
Hank,Sure that's how you want to play this?
Jesse,"Why don't you try and beat it out of me? That's your thing, right?"
Hank,"He really did a number on you, didn't he? I don't know, but... happy people usually don't go around... throwing millions of dollars away. I don't think, uh, Walt's gonna be patting you on the back for that. But maybe that's the point. 'Cause, you see, I get that. My own brother-in-law, lying to me for over a year, using me. Maybe you understand that feeling. Help me out here, Jesse... and we can put him away. I know you want that. I think you wanna talk."
Jesse,Not to you.
Saul,"Agent Schrader. Beat any good suspects lately? [to the two detectives] Hey, tall and taller, ask him his history with my client. He knocked the poor kid unconscious last time they were alone together. So what'll it be, gentlemen, a civil rights lawsuit the size of Montana? 'Cause I'll oblige you. [Hank starts to leave] Oh, so long, Rocky. Keep your left up. Detectives, I'm inviting you to leave."
Walter,"My name is Walter Hartwell White. I live at 308 Negra Arroyo Lane, Albuquerque, New Mexico, 87104. This is my confession. If you're watching this tape, I'm probably dead– murdered by my brother-in-law, Hank Schrader. Hank has been building a meth empire for over a year now, and using me as his chemist. Shortly after my 50th birthday, he asked that I use my chemistry knowledge to cook methamphetamine, which he would then sell using connections that he made through his career with the DEA. I was... astounded. I... I always thought Hank was a very moral man, and I was particularly vulnerable at the time – something he knew and took advantage of. I was reeling from a cancer diagnosis that was poised to bankrupt my family. Hank took me in on a ride-along and showed me just how much money even a small meth operation could make. And I was weak. I didn't want my family to go into financial ruin, so I agreed. Hank had a partner, a businessman named Gustavo Fring. Hank sold me into servitude to this man. And when I tried to quit, Fring threatened my family. I didn't know where to turn. Eventually, Hank and Fring had a falling-out. Things escalated. Fring was able to arrange – uh, I guess... I guess you call it a ""hit"" – on Hank, and failed, but Hank was seriously injured. And I wound up paying his medical bills, which amounted to a little over $177,000. Upon recovery, Hank was bent on revenge. Working with a man named Hector Salamanca, he plotted to kill Fring. The bomb that he used was built by me, and he gave me no option in it. I have often contemplated suicide, but I'm a coward. I wanted to go to the police, but I was frightened. Hank had risen to become the head of the Albuquerque DEA. To keep me in line, he took my children. For three months, he kept them. My wife had no idea of my criminal activities, and was horrified to learn what I had done. I was in hell. I hated myself for what I had brought upon my family. Recently, I tried once again to quit, and in response, he gave me this. [Walt points to the bruise on his face left by Hank in ""Blood Money.""] I can't take this anymore. I live in fear every day that Hank will kill me, or worse, hurt my family. All I could think to do was to make this video and hope that the world will finally see this man for what he really is."
Marie,Who do you think he's shown this to?
Hank,No one. It's a threat. It's what he will do if I don't back off.
Marie,"I think you should show this to Ramey. Just get ahead of it. That video is a bunch of lies, Hank. Anybody who knows you will know–"
Hank,"$177,000? Hell's he talking about? Marie?"
Marie,They told me it was gambling money.
Hank,"What was gambling money? Oh, Jesus Christ, Marie. Oh, God, no."
Marie,How was I supposed to know? How was I supposed to know where it really came from?
Hank,Why were they paying for my medical bills? What about my insurance?
Marie,"Insurance wouldn't have covered the treatment that you needed, and I... I just wanted the best for you–"
Hank,Why didn't you tell me?
Marie,"Because I knew that you would refuse it, and without it, you may never have been able to walk again."
Hank,"Oh, Christ, Marie. You killed me here. I mean, it's the– that's the last nail. That's the last nail in the coffin."
Marie,What do we do?
Walter,"Saul knows a man. He specializes in getting people new identities. He would move you someplace far away, set you up with a whole new life. Yeah, I know. It sounds a little extreme. But maybe it's exactly what you need. You know, I really think that would be good for you. Clean slate. My, just think about it. You get a job. Something legitimate, something you like. Meet a girl, start a family even. Hell, you're still so damn young. You know, what's here for you now, anyway? I tell you, if I could, I'd trade places. Whole lifetime ahead of you, with a chance to hit the reset button. In a few years, this might all feel like nothing more than a bad dream."
Jesse,"Would you just, for once, stop working me?"
Walter,What are you talking about?
Jesse,"Can you just, uh, stop working me for, like, ten seconds straight? Stop jerking me around?"
Walter,"Jesse, I am not working you."
Jesse,"Yes. Yes, you are. All right? Just drop the whole concerned dad thing and tell me the truth. I mean, you're– you're acting like me leaving town is– is all about me and turning over a new leaf, but it's really– it's really about you. I mean, you need me gone, 'cause your dickhead brother-in-law is never gonna let up. Just say so. Just ask me for a favor. Just tell me you don't give a shit about me, and it's either this– it's either this or you'll kill me the same way you killed Mike. I mean, isn't that what this is all about? Huh? Us meeting way the hell out here? In case I say no? Come on. Just tell me you need this."
Saul,"He a no-show? Why didn't you call? Why didn't you... [Jesse punches Saul in the face] Stop! [Jesse keeps hitting him] Code Red! Huell! Get in here! [Saul tries to reach for a gun hidden in a drawer, but Jesse grabs it first]"
Jesse,"Back off! You, stay where you are."
Saul,[at gun point] What? I don't know what happened here. What did I do?
Jesse,"You stole it off of me. You and him– you took it right out of my pocket, didn't you?"
Saul,"Whoa, whoa, whoa! Calm down. Yes. Okay. I had Huell lift your dope. I told you I couldn't risk the guy not taking you."
Jesse,No! Before! The cigarette! You stole the cigarette.
Saul,What?
Jesse,"The ricin cigarette! You had him steal it off of me! And all for that asshole Mr. White! He poisoned Brock! He poisoned Brock, and you– you helped him!"
Saul,"Okay, Jesse. Calm down."
Jesse,Say it again! Tell me one more time to calm down! Come on!
Saul,"I'm sorry. Yes. Okay. I had Huell lift your cigarette, but Walt made me! He told me he was helping you, he was saving you. I never would've agreed to it if I'd known what he was gonna do. Jesse, you gotta believe me. I didn't want any of this!"
Walter,So? Where is he?
Kuby,Still lookin'.
Walter,Where have you looked?
Kuby,"His place, his folks' place, uh... this Brock kid's place... crack shacks at Siesta Hills, the Indigo, the Crystal Palace... go-kart joint on Copper Ave... uh, AA meeting off the 40..."
Walter,"His buddies, Beaver and... what's his name?"
Kuby,"Uh, Badger and Skinny Pete. Yeah no, he's not with them."
Walter,They could be covering for him.
Kuby,"[shakes head] I posed as a meter reader, I put a bug on the tall kid's mom's place; for three hours straight, all they talked about was something called Babylon 5. I checked with my gal at APD. Uh, she said Pinkman's not in their system, so the cops don't have him."
Saul,Yet.
Walter,"Maybe he changed his mind about leaving, called your guy back."
Saul,"No. Somebody misses their first chance with my guy, there's no second."
Walter,Well... keep looking. [starts getting out of the car]
Saul,What then?
Walter,...What do you mean?
Saul,"I mean, Pinkman's like a bad penny. Sooner or later he's gonna turn up. I'm wondering what you wanna do when he does."
Walter,Jesse is upset about the boy. I just... need to explain to him why that had to happen.
Saul,"Okay, but say–you know, just for the sake of argument–the kid's not in the mood for a... nuanced discussion of the virtues of child poisoning. Y'know, his plans are running more towards ""stabbing you to death with a pointed stick."" In that scenario, then what?"
Walter,You have a suggestion?
Saul,"[gestures to Kuby] We were wondering if, uh, maybe this isn't an... Old Yeller-type situation."
Walter,Old Yeller?
Saul,"Yeah. Old Yeller was the best, most loyal dog there ever was. I mean, everyone loved that mutt, but one day he showed up rabid and little Timmy–for Old Yeller's own sake–had to, uh... I mean, you saw the movie."
Walter,"[beat] You're full of colorful metaphors, aren't you, Saul? Belize, Old Yeller... just brimming with advice. [leans into Saul's ear] Do not float that idea again. Find him."
Skyler,"So… What’s your course of action, here?"
Walter,"Saul’s guy, Kuby, tracks him down, which shouldn’t take long, and when he does, I’m gonna… I’m gonna talk to him. Make him see reason."
Skyler,"""Talk to him. Make him see reason."" So, I’m clear, those are just euphemisms… you’re using here, right?"
Walter,"No, what? Wh-what does that mean? My God."
Skyler,"I knew this was going to happen. I knew it. I told you that someday, someone was going to come to our door and try to hurt us. And now here we are."
Walter,No. Jesse didn't go there to hurt anyone.
Skyler,"He poured gasoline all over our house, Walt! He tried to set our house on fire!"
Walter,"He changed his mind. He didn't do it, did he?"
Skyler,"Walt, you need to deal with this."
Walter,How much have you had to drink?
Skyler,[scoffs] Not nearly enough.
Walter,"I–I don’t know how we got off on whatever it is we’re talking about here. But clearly, I haven’t explained the situation well enough, because this is a big overreaction. We all need to just take a deep breath and calm down, because Jesse isn't just some–some–some rabid dog. This is a person."
Skyler,"A person that is a threat to us. I mean, my God, where we are now with Hank and Marie, and that awful tape we made. After everything we've done, you can't just talk to this person."
Walter,You're s-saying that I just... What–what exactly are you saying?
Skyler,We've come this far. For us. What's one more?
Hank,Jesse! Stop what you're doing and turn and face me!
Jesse,[sobbing] You wanna – you wanna know what he did? You wanna hear about it?
Hank,"Jesse, put out the lighter."
Jesse,"He poisoned a little kid. An eight-year-old boy. Just because, you know– just as a move!"
Hank,"Walt's a bastard. Secret's out. We'll talk about it. But I need you to put out the lighter, okay? Look, Jesse... Jesse, I don't want to kill you. And you don't wanna be killed. So put it out."
Jesse,He can't keep getting away with this! He can't keep getting away with it!
Hank,He won't. You really wanna burn him down? Let's do it together.
Marie,[seeing her suitcases by the door] What's the story here?
Hank,"Oh, uh, something's come up. I thought you might wanna get out of the house for a day or two."
Marie,You thought I might wanna pack up and move out of my own house. Why? What's going on?
Hank,"Look, I don't wanna get into it now. But you know that thing with Walt? There's been a development."
Marie,What happened? Are you in danger?
Hank,"No, no, no, no, not at all. [Picks up suitcases] It's just a fluid situation, and I think it might go a little smoother if you're not here. It'll be great, you know? I booked you a spa package at La Posada. You can do that river stones thing."
Marie,"Hank, what the hell is going on? Hank?"
Hank,We have a guest.
Hank,"He was a little keyed-up. Gave him a couple sleeping pills. [He shuts the door] Okay, so listen. I bring that kid in and put him in the system, Walt's gonna find out five minutes later. You know, my last ten witnesses died in jail, remember? And I can't use a DEA safehouse without writing him up. I can't risk a motel. I know it sounds crazy, but this is the best place for him. For now. Just a day or two, tops."
Marie,"Okay, just answer me this one question: is this bad for Walt?"
Hank,Yeah. Very.
Marie,Good. I'm staying. I'll heat up lasagna. [hears ringtone] Phone's ringing.
Walter,[answering the phone] Hello?
Jesse,"Nice try, asshole."
Walter,"Jesse, where are you? I just wanna talk to you."
Jesse,"No. I'm not doing what you want anymore. Okay, asshole? This is just a heads-up to let you know I'm coming for you. See, I decided that burning down your house is nothing. Next time, I'm gonna get you where you really live."
Walter,One cook... after the job is done.
Huell,I didn't know he was gonna kill him.
Hank,"Relax. Look, if we thought you did, you'd be in lockup for conspiracy to commit murder instead of here under our protection."
Gomez,So just tell us everything you know about White so we can get him before he gets to you.
Huell,Why would he wanna kill me? I ain't doin nothin' to him.
Hank,"Who knows with this guy? From what he said to Goodman, it may have something to do with him trying to tie up loose ends regarding his poisoning some kid named Brock. Or maybe it's because you know where his money is."
Hank,I don't know where his money is.
Gomez,That ain't what we heard.
Huell,"Well, you ain't listened to the people in the know."
Saul,"Oh, this is a...guess you'd call it an occupational hazard."
Skyler,"[hands Saul receipt] Okay, so thank you. And please give that to your car wash professional."
Saul,"[to Skyler] Very good. Thank you very much. [to Walter Jr.] Good to meet you. Don't drink and drive, but if you do, call me!"
Walter,Jesse?
Jesse,"Got my photo, bitch? That barrel look familiar? ‘Cause I just found six more exactly like it."
Walter,[running out of the car wash] Jesse…
Jesse,"That big bastard who works for Goodman– I pistol-whipped that melon he calls a head till he gives up what he knew, which led me to your rental van, which turns out had GPS. How do you like that, genius? Guess you didn’t think of everything."
Walter,"Look, Jesse, I don’t know what you plan on doing here, but–"
Jesse,"Well, I’ll give you a hint, Walt. It involves a couple of five-gallon cans of gasoline and a lighter."
Walter,"No, no, no, no, no! Jesse, please, listen to me–"
Jesse,"No, you listen to me, bitch! You get your ass out here as fast as you can."
Walter,"Yes, I’m coming! Okay? Okay!"
Jesse,"And don’t even think about calling anyone for help, all right? You hang up on me, put me on hold, I lost my call for any reason – as soon as you do, I’m burning all of it. All right? One big bonfire. You get the picture?"
Walter,"I get it, I get it! Okay!"
Jesse,"All right. Well, you better hurry, ‘cause I’m burning ten grand a minute till you get here, starting right now."
Walter,I said I’m coming! Don't you touch my money!
Jesse,"Fire in the hole, bitch! There goes ten G's! Ahhh, nice orange flames!"
Walter,"No. No, no, no, no, NO! Jesse– Jesse, please. I'm dying. My cancer is back. You're not hurting anyone but my family. Okay? Look, I– I can't spend this money. It's not for me. I won't be around long enough to use it. It belongs to my children."
Jesse,"Oh, you're gonna talk about kids. You're seriously gonna go there?"
Walter,I am sorry about Brock.
Jesse,"No, you're not!"
Walter,I am!
Jesse,"You're not, but you're gonna be!"
Walter,"Yes, I am sorry about Brock! But he's alive, isn't he?! He's fine, just as I planned it! Don't you think I knew exactly how much to give him? That I had it all measured out?! Come on! Don't you know me by now?"
Jesse,"I know you're a lying, evil scumbag, that's what I know. Manipulating people. Messing with their heads."
Walter,"Open your eyes! Can't you see that I needed you on my side to kill Gus?! I ran over those gangbangers! I killed Emilio and Krazy-8! Why? I did all of those things to try to save your life as much as mine, only you're too stupid to know it!"
Hank,"[after handcuffing Walt] Agent Gomez, should we flip a coin for the honors?"
Steven,"No way, man. It's all yours."
Hank,"Walter White, you have the right to remain silent. Anything you say can and will be used against you in a court of law. You have the right to speak to an attorney, and have an attorney present during any questioning. If you cannot afford an attorney, one will be provided for you at the government's expense. Do you understand these rights as I have just recited them to you?"
Walter,[to Jesse] Coward.
Hank,"[over the phone] Hey, baby. I got him. Dead to rights."
Marie,You got Walt?
Hank,"Yeah. I got him in handcuffs as we speak. Want me to wave to him for you? [waves at Walt, handcuffed in the car] Huh? Well, he's not, uh– he's not feeling too friendly."
Marie,"Oh, my God. You did it. Thank God."
Hank,"Things are gonna be a little rough for the next couple weeks, but they'll get better. Baby, you okay?"
Marie,I'm much better now.
Hank,I gotta go. It may be awhile before I get home. I love you.
Marie,I love you too.
Walter,No! Jack! No! Jack! Jack! Jack! No! No! Don’t! Jack! Don’t! No!
Walter,No! Jack! Jack! No! [walks toward Jack] Jack! No! Don’t kill him.
Kenny,"Uh-uh, back it up."
